Nom,Type_1,Type_2,Icône,Description,Niveau,Attribut,ATK,DEF,Prix
Fleur Cardian Contemplation des Fleurs de Lune,Monstre,[ Guerrier / Synchro / Syntoniseur ],,"1 Syntoniseur + 2 monstres non-Syntoniseur
 Une fois par tour, durant votre Main Phase : vous pouvez piocher 1 carte, et si vous le faites, montrez-la, puis, si c'est un monstre ""Fleur Cardian"", vous pouvez l'Invoquer Spécialement, en ignorant ses conditions d'Invocation, et il ne peut pas attaquer directement ce tour. Si vous avez activé cet effet, sautez la Draw Phase de votre prochain tour. Lorsque cette carte est utilisée comme Matériel Synchro, vous pouvez traiter cette carte et tous les autres Matériels Synchro (qui ont un Niveau) comme des monstres de Niveau 2.",6.0,Ténèbres,2000,2000,"0,25"
Fleur Cardian de Cerisier avec Rideau,Monstre,[ Guerrier / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement par son propre effet. Vous pouvez révéler cette carte dans votre main ; piochez 1 carte, et si vous le faites, montrez-la, puis Invoquez Spécialement cette carte si la carte piochée est un monstre ""Fleur Cardian"". Sinon, envoyez-la avec cette carte au Cimetière. Durant la Damage Step de chaque joueur, lorsque votre monstre ""Fleur Cardian"" combat un monstre de votre adversaire : vous pouvez défausser cette carte ; jusqu'à la fin de ce tour, votre monstre combattant gagne 1000 ATK.",3.0,Ténèbres,2000,2000,0
Fleur Cardian Érable avec Cerf,Monstre,[ Guerrier / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" (""Fleur Cardian Érable avec Cerf"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis, si c'est un monstre ""Fleur Cardian"", vous pouvez détruire 1 Carte Magie/Piège contrôlée par votre adversaire. Sinon, envoyez-la au Cimetière.",10.0,Ténèbres,1000,1000,0
Fleur Cardian Fleur de Cerisier,Monstre,[ Guerrier / Effet ],,"Si vous contrôlez un monstre ""Fleur Cardian"" de max. Niveau 2 : vous pouvez Invoquer Spécialement cette carte depuis votre main, et aussi, vous ne pouvez Invoquer ni Normalement ni Spécialement de monstres (monstres ""Fleur Cardian"" exclus) le reste de ce tour. Une fois par tour : vous pouvez Sacrifier 1 monstre ""Fleur Cardian"" ; piochez 1 carte, et si vous le faites, montrez-la, puis si c'est un monstre ""Fleur Cardian"", vous pouvez prendre 1 monstre ""Fleur Cardian"" (""Fleur Cardian Fleur de Cerisier"" exclu) depuis votre Deck, et soit ajoutez-le à votre main soit Invoquez-le Spécialement. Sinon, envoyez la carte que vous avez piochée au Cimetière.",3.0,Ténèbres,100,100,"0,5"
Fleur Cardian Légère Pluie,Monstre,[ Guerrier / Synchro / Effet ],,"1 Syntoniseur + 3 monstres non-Syntoniseur
 Votre adversaire ne peut pas cibler de monstres ""Fleur Cardian"" que vous contrôlez avec des effets de carte, et aussi, ces monstres ne peuvent pas être détruits par des effets de carte. Durant la Draw Phase de votre adversaire, s'il a pioché une ou plusieurs cartes pour sa pioche normale : infligez 1500 points de dommages à votre adversaire. Une fois par tour, durant la End Phase de votre adversaire : activez 1 de ces effets ;
 ?Sautez la Draw Phase de votre prochain tour.
 ?Jusqu'à la prochaine Standby Phase de votre adversaire, cette carte a ses autres effets annulés.",8.0,Ténèbres,3000,3000,1
Fleur Cardian Herbe de Zèbre avec Lune,Monstre,[ Guerrier / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" de Niveau 8 (""Fleur Cardian Herbe de Zèbre avec Lune"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis vous pouvez l'Invoquer Spécialement si c'est un monstre ""Fleur Cardian"". Sinon, envoyez-la au Cimetière. Une fois par tour, si cette carte détruit un monstre de votre adversaire au combat : vous pouvez piocher 1 carte.",8.0,Ténèbres,2000,2000,"0,25"
Fleur Cardian Herbe de Zèbre,Monstre,[ Guerrier / Effet ],,"Tant que vous contrôlez un monstre ""Fleur Cardian"" de max. Niveau 7 : vous pouvez Invoquer Spécialement cette carte depuis votre main, et aussi, vous ne pouvez Invoquer ni Normalement ni Spécialement de monstres (monstres ""Fleur Cardian"" exclus) le reste de ce tour. Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez révéler un nombre de votre choix de monstres ""Fleur Cardian"" dans votre main, mélangez-les dans le Deck, puis piochez le même nombre de cartes.",8.0,Ténèbres,100,100,"0,25"
Fleur Cardian Lumière Solaire,Monstre,[ Guerrier / Synchro / Effet ],,"1 Syntoniseur + 4 monstres non-Syntoniseur
 Une fois par tour, durant le tour de chaque joueur, lorsque votre adversaire active une Carte Magie/Piège : vous pouvez annuler l'activation, et si vous le faites, détruisez la carte. Si un monstre ""Fleur Cardian"" que vous contrôlez combat un monstre de votre adversaire, le monstre de votre adversaire a ses effets annulés durant la Battle Phase uniquement. Si cette carte face recto Invoquée par Synchronisation est détruite au combat, ou quitte le Terrain à cause d'un effet de carte de votre adversaire tant que son propriétaire la contrôle : vous pouvez Invoquer Spécialement 1 Monstre Synchro ""Fleur Cardian"" (""Fleur Cardian Lumière Solaire"" exclu) depuis votre Extra Deck.",10.0,Ténèbres,5000,0,0
Fleur Cardian Paulownia,Monstre,[ Guerrier / Effet ],,"Tant que vous contrôlez un monstre ""Fleur Cardian"" de max. Niveau 11 : vous pouvez Invoquer Spécialement cette carte depuis votre main, et aussi, vous ne pouvez Invoquer ni Normalement ni Spécialement de monstres (monstres ""Fleur Cardian"" exclus) le reste de ce tour. Lorsque cette carte est ciblée par une attaque : vous pouvez annuler l'attaque, terminez la Battle Phase, puis piochez 1 carte.",12.0,Ténèbres,100,100,"0,35"
Fleur Cardian Paulownia avec Phénix,Monstre,[ Guerrier / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" de Niveau 12 (""Fleur Cardian Paulownia avec Phénix"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis vous pouvez l'Invoquer Spécialement si c'est un monstre ""Fleur Cardian"". Sinon, envoyez-la au Cimetière. Une fois par tour, lorsque cette carte inflige des dommages de combat à votre adversaire : vous pouvez piocher 1 carte.",12.0,Ténèbres,2000,2000,"0,25"
Fleur Cardian Pin,Monstre,[ Guerrier / Effet ],,"Si cette carte est Invoquée Normalement : piochez 1 carte, montrez-la, puis envoyez-la au Cimetière sauf si c'est un monstre ""Fleur Cardian"". Vous ne pouvez utiliser cet effet de ""Fleur Cardian Pin"" qu'une fois par tour. Si cette carte est détruite au combat et envoyée au Cimetière, ou si cette carte en votre possession est détruite par un effet de carte de votre adversaire et envoyée à votre Cimetière : vous pouvez piocher 1 carte.",1.0,Ténèbres,100,100,"0,5"
Fleur Cardian Pin avec Grue,Monstre,[ Guerrier / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" de Niveau 1 (""Fleur Cardian Pin avec Grue"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis vous pouvez l'Invoquer Spécialement si c'est un monstre ""Fleur Cardian"". Sinon, envoyez-la au Cimetière. À la fin de la Battle Phase, si cette carte a combattu : piochez 1 carte.",1.0,Ténèbres,2000,2000,"0,25"
Fleur Cardian Pivoine à Papillon,Monstre,[ Guerrier / Syntoniseur / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" (""Fleur Cardian Pivoine à Papillon"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis, si c'est un monstre ""Fleur Cardian"", regardez les 3 cartes du dessus du Deck de votre adversaire, puis placez-les toutes au-dessus ou au-dessous du Deck dans l'ordre de votre choix. Sinon, envoyez-la au Cimetière. Lorsque cette carte est utilisée comme Matériel de Synchro, vous pouvez traiter cette carte et tous les autres Matériels de Synchro (qui ont un Niveau) comme des monstres de Niveau 2.",6.0,Ténèbres,1000,1000,0
Fleur Cardian Sanglicerpillon,Monstre,[ Guerrier / Synchro / Effet ],,"1 Syntoniseur + 2 monstres non-Syntoniseur
 Si un monstre ""Fleur Cardian"" que vous contrôlez attaque un monstre en Position de Défense, infligez des dommages de combat perçants à votre adversaire. Une fois par tour : vous pouvez bannir 1 monstre ""Fleur Cardian"" depuis votre Cimetière ; jusqu'à la fin du prochain tour de votre adversaire, votre adversaire ne peut pas activer d'effets de carte dans le Cimetière, et aussi, il ne peut pas Invoquer Spécialement de monstres depuis le Cimetière.",6.0,Ténèbres,2000,2000,0
Fleur Cardian Saule,Monstre,[ Guerrier / Effet ],,"Tant que vous contrôlez un monstre ""Fleur Cardian"" de max. Niveau 10 : vous pouvez Invoquer Spécialement cette carte depuis votre main, et aussi, vous ne pouvez Invoquer ni Normalement ni Spécialement de monstres (monstres ""Fleur Cardian"" exclus) le reste de ce tour. Une fois par tour : vous pouvez cibler 1 monstre ""Fleur Cardian"" dans votre Cimetière ; mélangez-le dans votre Deck, puis piochez 1 carte.",11.0,Ténèbres,100,100,"0,25"
Fleur Cardian Saule avec Calligraphe,Monstre,[ Guerrier / Syntoniseur / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" de Niveau 11 (""Fleur Cardian Saule avec Calligraphe"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis vous pouvez l'Invoquer Spécialement si c'est un monstre ""Fleur Cardian"". Sinon, envoyez-la au Cimetière. Lorsque cette carte est utilisée comme Matériel de Synchro, vous pouvez traiter cette carte et tous les autres Matériels de Synchro (qui ont un Niveau) comme des monstres de Niveau 2.",11.0,Ténèbres,2000,2000,"0,25"
Fleur Cardian Trèfle avec Sanglier,Monstre,[ Guerrier / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Doit d'abord être Invoquée Spécialement (depuis votre main) en Sacrifiant 1 monstre ""Fleur Cardian"" (""Fleur Cardian Trèfle avec Sanglier"" exclu). Si cette carte est Invoquée Spécialement : piochez 1 carte, et si vous le faites, montrez-la, puis, si c'est un monstre ""Fleur Cardian"", vous pouvez détruire 1 monstre contrôlé par votre adversaire. Sinon, envoyez-la au Cimetière.",7.0,Ténèbres,1000,1000,0
Fleur Nécro,Monstre,[ Plante / Effet ],,"Si cette carte est détruite par l'effet d'une carte et envoyée au Cimetière, vous pouvez Invoquer Spécialement 1 ""Sorcière des Fleurs"" depuis votre Deck.",1.0,Ténèbres,0,0,"0,25"
Fleurbot,Monstre,[ Plante / Effet ],,"Si cette carte est envoyée au Cimetière : piochez 1 carte, puis placez 1 carte depuis votre main au-dessus du Deck.",3.0,Terre,1500,800,"0,75"
Fleur Synchronique,Monstre,[ Machine / Syntoniseur / Effet ],,"Si cette carte est envoyée au Cimetière en tant que Monstre-Matériel de Synchro, vous pouvez Invoquer Spécialement 1 monstre de Niveau 2 ou moins depuis votre main.",2.0,Lumière,400,200,"0,5"
Flip Gelé,Monstre,[ Cyberse / Effet ],,Si cette carte est envoyée au Cimetière : changez tous les monstres en Position d'Attaque contrôlés par votre adversaire en Position de Défense.,1.0,Eau,500,500,"0,25"
"Flogos, L'infini Ogdoadique",Monstre,[ Reptile / Effet ],,"Si cette carte est envoyée depuis le Terrain au Cimetière, ou Invoquée Spécialement depuis le Cimetière : vous pouvez cibler 1 monstre face recto contrôlé par votre adversaire et 1 monstre dans son Cimetière avec une ATK supérieure ou égale à la cible ; Invoquez Spécialement le monstre depuis le Cimetière sur son Terrain, et si vous le faites, envoyez l'autre monstre qu'il contrôle au Cimetière. Si cette carte est dans votre Cimetière : vous pouvez envoyer 1 carte depuis votre main au Cimetière ; ajoutez cette carte à votre main. Vous ne pouvez utiliser chaque effet de ""Flogos, l'Infini Ogdoadique"" qu'une fois par tour.",4.0,Lumière,1800,1400,"0,25"
Flora de la Rose du Jardin,Monstre,[ Plante / Effet / Synchro / Syntoniseur ],,"1 Syntoniseur + 1+ monstre non-Syntoniseur
 Vous pouvez cibler 1 carte dans la Zone Terrain ; détruisez-la, puis Invoquez Spécialement 1 ""Jeton Rose"" (Plante/TÉNÈBRES/Niveau 2/ATK 800/DEF 800) en Position d'Attaque sur le Terrain de son contrôleur, et aussi, vous ne pouvez pas Invoquer Spécialement de monstres (Monstres Synchro exclus) depuis l'Extra Deck le reste de ce tour. Vous ne pouvez utiliser cet effet de ""Flora de la Rose du Jardin"" qu'une fois par tour. Une fois par Chaîne, durant la Main Phase de votre adversaire, vous pouvez (Effet Rapide) : immédiatement après la résolution de cet effet, Invoquez par Synchronisation en utilisant cette carte que vous contrôlez.",5.0,Lumière,800,1600,"0,25"
Floraison de Cendres et Joyeux Printemps,Monstre,[ Zombie / Syntoniseur / Effet ],,"Lorsqu'une carte ou un effet qui inclut n'importe lequel de ces effets est activé (Effet Rapide) : vous pouvez défausser cette carte ; annulez l'effet.
 • Ajouter une carte depuis le Deck à la main.
 • Invoquer Spécialement depuis le Deck.
 • Envoyer une carte depuis le Deck au Cimetière.
 Vous ne pouvez utiliser cet effet de ""Floraison de Cendres et Joyeux Printemps"" qu'une fois par tour.",3.0,Feu,0,1800,8
Floraison de Feu,Monstre,[ Plante / Effet ],,"Une fois par tour, vous pouvez Sacrifier 1 monstre de Type Plante face recto pour Invoquer Spécialement 1 monstre de Type Plante depuis votre Deck.",3.0,Feu,500,1400,1
Floraison Farstar,Monstre,[ Elfe / Lien / Effet ],,"1 monstre ""Farstar"" de max. Niveau 2
 Si cette carte est Invoquée par Lien : vous pouvez faire piocher 1 carte à votre adversaire. Si un monstre ""Farstar"" face recto pointé par cette carte est détruit au combat ou par un effet de carte : vous pouvez infliger 200 points de dommages à votre adversaire pour chaque carte dans sa main. Vous ne pouvez utiliser cet effet de ""Floraison Farstar"" qu'une fois par tour.",13.0,Lumière,100,LINK-1,"0,25"
Floraison Luisante,Monstre,[ Zombie / Syntoniseur / Effet ],,"Si cette carte est envoyée au Cimetière : vous pouvez bannir cette carte depuis votre Cimetière ; ajoutez 1 monstre Zombie de min. Niveau 5 depuis votre Deck à votre main, ou, si ""Monde Zombie"" est dans une Zone Terrain, vous pouvez l'Invoquer Spécialement depuis votre Deck à la place, et aussi, dans n'importe quel cas, vous ne pouvez pas Invoquer Spécialement de monstres (monstres Zombie exclus) le reste de ce tour. Vous ne pouvez utiliser cet effet de ""Floraison Luisante"" qu'une fois par tour.",1.0,Ténèbres,0,0,1
Floraisons Rouges sous la Racine,Monstre,[ Démon / Effet ],,"Si cette carte est dans votre main : vous pouvez cibler 1 Magie/Piège dans chaque Cimetière ; bannissez-les, et si vous le faites, Invoquez Spécialement cette carte. Vous pouvez Sacrifier cette carte, puis ciblez 1 Monstre Fusion, Synchro, Xyz ou Lien dans l'un des Cimetières ; bannissez la cible, et si vous le faites, Invoquez Spécialement 1 monstre depuis votre Cimetière de nom type de carte de monstre différent (Fusion, Synchro, Xyz ou Lien) de la cible. Vous ne pouvez utiliser chaque effet de ""Floraisons Rouges sous la Racine"" qu'une fois par tour.",1.0,Ténèbres,0,0,"0,5"
Flûtiste Mystique,Monstre,[ Magicien / Effet ],,"Vous pouvez Sacrifier cette carte pour piocher et révéler 1 carte. Si cette carte est une Carte Monstre de Niveau 1, piochez 1 autre carte. L'effet de ""Flûtiste Mystique"" ne peut être activé qu'une seule fois par tour.",1.0,Lumière,0,0,0
Flutiste Samouraï Supralourd,Monstre,[ Machine / Effet ],,"Vous pouvez Sacrifier cette carte ; Invoquez Spécialement 1 monstre ""Samouraï Supralourd"" depuis votre main. Durant le tour de chaque joueur, lorsqu'une carte ou un effet qui cible un monstre ""Samouraï Supralourd"" que vous contrôlez est activé : vous pouvez bannir cette carte depuis votre Cimetière : annulez l'activation, et si vous le faites, détruisez la carte. Vous ne pouvez utiliser chaque effet de ""Flûtiste Samouraï Supralourd"" qu'une fois par tour.",3.0,Terre,500,1000,0
